Ind1,Ind2,R,slim_days1,x1,y1,slim_days2,x2,y2
F22_KNP,F21_KNP,PO,152,18.535396605551956,30.737591468522588,152,18.570616795132626,30.711641335581515
F23_KNP,F21_KNP,PO,152,18.572470899093783,30.71534846565453,152,18.570616795132626,30.711641335581515
F23_KNP,F22_KNP,PO,152,18.572470899093783,30.71534846565453,152,18.535396605551956,30.737591468522588
F25_KNP,F16_KNP,PO,152,18.644766494456302,30.707934205508515,132,37.208050903686534,29.532762183574317
F27_KNP,F13_KNP,PO,194,31.848908551536656,35.4883262014975,126,20.302003988150027,28.911811723912635
F27_KNP,F26_KNP,PO,194,31.848908551536656,35.4883262014975,194,31.917495938977257,35.508715583721546
F28_KNP,F16_KNP,PO,194,31.77475885221298,35.566176711535704,132,37.208050903686534,29.532762183574317
F28_KNP,F23_KNP,PO,194,31.77475885221298,35.566176711535704,152,18.572470899093783,30.71534846565453
F29_KNP,F15_KNP,PO,194,31.72656215938464,35.65700234365197,132,37.19507440043886,29.564273067232392
F31_KNP,F30_KNP,PO,194,31.331716984712898,36.00732963882391,194,31.32615578506945,36.0091831482529
F32_KNP,F15_KNP,PO,194,31.268689684675735,36.261270551162596,132,37.19507440043886,29.564273067232392
F32_KNP,F29_KNP,PO,194,31.268689684675735,36.261270551162596,194,31.72656215938464,35.65700234365197
F34_KNP,F20_KNP,PO,274,23.345092432946753,43.77718122028023,135,36.71125003147464,29.831189101649127
F36_KNP,F20_KNP,PO,274,23.33730675344608,43.837237328023996,135,36.71125003147464,29.831189101649127
F36_KNP,F25_KNP,PO,274,23.33730675344608,43.837237328023996,152,18.644766494456302,30.707934205508515
F38_KNP,F14_KNP,PO,174,29.363052310995677,44.350309223775575,132,37.19692850440002,29.556858807086385
F38_KNP,F28_KNP,PO,174,29.363052310995677,44.350309223775575,194,31.77475885221298,35.566176711535704
F40_KNP,F16_KNP,PO,174,29.34451460810495,44.289140965888414,132,37.208050903686534,29.532762183574317
F40_KNP,F28_KNP,PO,174,29.34451460810495,44.289140965888414,194,31.77475885221298,35.566176711535704
F40_KNP,F29_KNP,PO,174,29.34451460810495,44.289140965888414,194,31.72656215938464,35.65700234365197
F40_KNP,F32_KNP,PO,174,29.34451460810495,44.289140965888414,194,31.268689684675735,36.261270551162596
F41_KNP,F35_KNP,PO,174,29.292609707354295,44.27801946445438,274,23.41071458873721,43.88505978419031
F42_KNP,F16_KNP,PO,239,10.24364793743831,22.19627836718737,132,37.208050903686534,29.532762183574317
F42_KNP,F29_KNP,PO,239,10.24364793743831,22.19627836718737,194,31.72656215938464,35.65700234365197
F43_KNP,F16_KNP,PO,239,10.225110234547582,22.18515686575334,132,37.208050903686534,29.532762183574317
F43_KNP,F28_KNP,PO,239,10.225110234547582,22.18515686575334,194,31.77475885221298,35.566176711535704
F43_KNP,F40_KNP,PO,239,10.225110234547582,22.18515686575334,174,29.34451460810495,44.289140965888414
F43_KNP,F42_KNP,PO,239,10.225110234547582,22.18515686575334,239,10.24364793743831,22.19627836718737
F44_KNP,F43_KNP,PO,239,10.093495547070212,22.062820349979006,239,10.225110234547582,22.18515686575334
F45_KNP,F16_KNP,PO,240,9.713479867366884,21.853365443376443,132,37.208050903686534,29.532762183574317
F45_KNP,F28_KNP,PO,240,9.713479867366884,21.853365443376443,194,31.77475885221298,35.566176711535704
F45_KNP,F40_KNP,PO,240,9.713479867366884,21.853365443376443,174,29.34451460810495,44.289140965888414
F45_KNP,F42_KNP,PO,240,9.713479867366884,21.853365443376443,239,10.24364793743831,22.19627836718737
F46_KNP,F15_KNP,PO,287,21.851724584660932,52.25769674337107,132,37.19507440043886,29.564273067232392
F46_KNP,F35_KNP,PO,287,21.851724584660932,52.25769674337107,274,23.41071458873721,43.88505978419031
F47_KNP,F28_KNP,PO,255,9.266729791944092,7.734619372875069,194,31.77475885221298,35.566176711535704
F47_KNP,F38_KNP,PO,255,9.266729791944092,7.734619372875069,174,29.363052310995677,44.350309223775575
F47_KNP,F40_KNP,PO,255,9.266729791944092,7.734619372875069,174,29.34451460810495,44.289140965888414
F47_KNP,F42_KNP,PO,255,9.266729791944092,7.734619372875069,239,10.24364793743831,22.19627836718737
F47_KNP,F44_KNP,PO,255,9.266729791944092,7.734619372875069,239,10.093495547070212,22.062820349979006
F48_KNP,F21_KNP,PO,255,9.261168592301035,7.727205001514042,152,18.570616795132626,30.711641335581515
F50_KNP,F21_KNP,PO,59,14.661090109194992,19.897835145276176,152,18.570616795132626,30.711641335581515
M33_KNP,F23_KNP,PO,255,9.300096989804022,7.814323503557291,152,18.572470899093783,30.71534846565453
M34_KNP,F32_KNP,PO,136,5.6204369299212855,14.830137287786355,194,31.268689684675735,36.261270551162596
M35_KNP,F16_KNP,PO,136,5.815078917435428,14.707800772012018,132,37.208050903686534,29.532762183574317
M35_KNP,F47_KNP,PO,136,5.815078917435428,14.707800772012018,255,9.266729791944092,7.734619372875069
M43_KNP,F34_KNP,PO,135,36.73534893400882,29.840457093654152,274,23.345092432946753,43.77718122028023
M44_KNP,F16_KNP,PO,121,18.12757492763215,53.727588553307065,132,37.208050903686534,29.532762183574317
M44_KNP,F25_KNP,PO,121,18.12757492763215,53.727588553307065,152,18.644766494456302,30.707934205508515
M44_KNP,F31_KNP,PO,121,18.12757492763215,53.727588553307065,194,31.331716984712898,36.00732963882391
M47_KNP,F15_KNP,PO,194,30.605052823165778,37.03977565154471,132,37.19507440043886,29.564273067232392
M47_KNP,F32_KNP,PO,194,30.605052823165778,37.03977565154471,194,31.268689684675735,36.261270551162596
M47_KNP,F50_KNP,PO,194,30.605052823165778,37.03977565154471,59,14.661090109194992,19.897835145276176
M48_KNP,F33_KNP,PO,195,36.496217349348235,32.517031697967425,274,23.356214832233267,43.64149890278506
M48_KNP,F43_KNP,PO,195,36.496217349348235,32.517031697967425,239,10.225110234547582,22.18515686575334
M48_KNP,M42_KNP,PO,195,36.496217349348235,32.517031697967425,134,33.26886745229133,26.976670474391373
M49_KNP,F21_KNP,PO,274,23.3395312333033,43.83167657730698,152,18.570616795132626,30.711641335581515
M49_KNP,F32_KNP,PO,274,23.3395312333033,43.83167657730698,194,31.268689684675735,36.261270551162596
M49_KNP,F36_KNP,PO,274,23.3395312333033,43.83167657730698,274,23.33730675344608,43.837237328023996
M49_KNP,F47_KNP,PO,274,23.3395312333033,43.83167657730698,255,9.266729791944092,7.734619372875069
M49_KNP,F50_KNP,PO,274,23.3395312333033,43.83167657730698,59,14.661090109194992,19.897835145276176
M49_KNP,M35_KNP,PO,274,23.3395312333033,43.83167657730698,136,5.815078917435428,14.707800772012018
M50_KNP,F15_KNP,PO,274,23.436296107096464,43.526947438014545,132,37.19507440043886,29.564273067232392
M50_KNP,F29_KNP,PO,274,23.436296107096464,43.526947438014545,194,31.72656215938464,35.65700234365197
M50_KNP,F32_KNP,PO,274,23.436296107096464,43.526947438014545,194,31.268689684675735,36.261270551162596
M50_KNP,M47_KNP,PO,274,23.436296107096464,43.526947438014545,194,30.605052823165778,37.03977565154471
M51_KNP,F16_KNP,PO,144,24.445097722385125,31.912763490456783,132,37.208050903686534,29.532762183574317
M51_KNP,F18_KNP,PO,144,24.445097722385125,31.912763490456783,135,36.929990921522965,29.686609583006724
M51_KNP,F35_KNP,PO,144,24.445097722385125,31.912763490456783,274,23.41071458873721,43.88505978419031
M51_KNP,M35_KNP,PO,144,24.445097722385125,31.912763490456783,136,5.815078917435428,14.707800772012018
M51_KNP,M49_KNP,PO,144,24.445097722385125,31.912763490456783,274,23.3395312333033,43.83167657730698
M54_KNP,F16_KNP,PO,239,10.210280739578776,22.136963729944213,132,37.208050903686534,29.532762183574317
M54_KNP,F25_KNP,PO,239,10.210280739578776,22.136963729944213,152,18.644766494456302,30.707934205508515
M54_KNP,F40_KNP,PO,239,10.210280739578776,22.136963729944213,174,29.34451460810495,44.289140965888414
M55_KNP,F43_KNP,PO,239,10.14354634385971,22.10359922564212,239,10.225110234547582,22.18515686575334
M55_KNP,F45_KNP,PO,239,10.14354634385971,22.10359922564212,240,9.713479867366884,21.853365443376443
M55_KNP,M54_KNP,PO,239,10.14354634385971,22.10359922564212,239,10.210280739578776,22.136963729944213
M56_KNP,F16_KNP,PO,240,9.7208951709711,21.85892619409346,132,37.208050903686534,29.532762183574317
M56_KNP,F18_KNP,PO,240,9.7208951709711,21.85892619409346,135,36.929990921522965,29.686609583006724
M56_KNP,F28_KNP,PO,240,9.7208951709711,21.85892619409346,194,31.77475885221298,35.566176711535704
M56_KNP,F38_KNP,PO,240,9.7208951709711,21.85892619409346,174,29.363052310995677,44.350309223775575
M56_KNP,F41_KNP,PO,240,9.7208951709711,21.85892619409346,174,29.292609707354295,44.27801946445438
M56_KNP,F43_KNP,PO,240,9.7208951709711,21.85892619409346,239,10.225110234547582,22.18515686575334
M56_KNP,F45_KNP,PO,240,9.7208951709711,21.85892619409346,240,9.713479867366884,21.853365443376443
M56_KNP,M35_KNP,PO,240,9.7208951709711,21.85892619409346,136,5.815078917435428,14.707800772012018
M56_KNP,M51_KNP,PO,240,9.7208951709711,21.85892619409346,144,24.445097722385125,31.912763490456783
M56_KNP,M54_KNP,PO,240,9.7208951709711,21.85892619409346,239,10.210280739578776,22.136963729944213
M57_KNP,F18_KNP,PO,241,13.810229900494775,25.553118290835503,135,36.929990921522965,29.686609583006724
M57_KNP,M56_KNP,PO,241,13.810229900494775,25.553118290835503,240,9.7208951709711,21.85892619409346
M58_KNP,M40_KNP,PO,287,21.84616338501787,52.25398961329806,173,30.619883430374205,43.13435843739328
M62_KNP,F42_KNP,PO,57,9.188869660218847,21.977555913439826,239,10.24364793743831,22.19627836718737
M62_KNP,F43_KNP,PO,57,9.188869660218847,21.977555913439826,239,10.225110234547582,22.18515686575334
M62_KNP,F45_KNP,PO,57,9.188869660218847,21.977555913439826,240,9.713479867366884,21.853365443376443
M62_KNP,M33_KNP,PO,57,9.188869660218847,21.977555913439826,255,9.300096989804022,7.814323503557291
M62_KNP,M35_KNP,PO,57,9.188869660218847,21.977555913439826,136,5.815078917435428,14.707800772012018
M62_KNP,M55_KNP,PO,57,9.188869660218847,21.977555913439826,239,10.14354634385971,22.10359922564212
M62_KNP,M56_KNP,PO,57,9.188869660218847,21.977555913439826,240,9.7208951709711,21.85892619409346
M67_KNP,M38_KNP,PO,58,9.854367299129295,21.94233745484869,161,18.242506016179558,48.58389414006808
M68_KNP,F46_KNP,PO,174,29.33709930450034,44.26133721230333,287,21.851724584660932,52.25769674337107
M69_KNP,F29_KNP,PO,64,16.553755428587063,42.316928081992046,194,31.72656215938464,35.65700234365197
M69_KNP,F40_KNP,PO,64,16.553755428587063,42.316928081992046,174,29.34451460810495,44.289140965888414
M70_KNP,F31_KNP,PO,156,12.508909183969806,30.852513724150903,194,31.331716984712898,36.00732963882391
M73_KNP,M68_KNP,PO,57,9.188869660218847,21.977555913439826,174,29.33709930450034,44.26133721230333
M1_KNP,F45_KNP,PO,136,5.815078917435428,14.70965439265603,240,9.713479867366884,21.853365443376443
M1_KNP,M56_KNP,PO,136,5.815078917435428,14.70965439265603,240,9.7208951709711,21.85892619409346
M2_KNP,F19_KNP,PO,161,17.903272837940374,48.04820845059063,135,36.74276423761304,29.853432104517186
M3_KNP,M65_KNP,PO,136,5.97079250744698,14.624389511256796,254,10.857232889919143,5.178527663692128
M3_KNP,M65_KNP,PO,161,21.247407927505847,4.694742351311813,254,10.857232889919143,5.178527663692128
M3_KNP,M65_KNP,PO,162,21.60147060071384,8.236940558050442,254,10.857232889919143,5.178527663692128
M3_KNP,M65_KNP,PO,163,21.57551870645852,5.393543321011708,254,10.857232889919143,5.178527663692128
M3_KNP,M65_KNP,PO,206,21.65708259714679,12.379699842226696,254,10.857232889919143,5.178527663692128
M4_KNP,F49_KNP,PO,161,21.34009421748023,4.646549104287672,255,9.242632001649932,7.664183234197881
M4_KNP,F49_KNP,PO,162,21.69601099464938,8.057142914461949,255,9.242632001649932,7.664183234197881
M4_KNP,F49_KNP,PO,163,21.55141980392434,5.425054204669788,255,9.242632001649932,7.664183234197881
M6_KNP,F13_KNP,PO,62,14.347813274170418,31.829352229701552,126,20.302003988150027,28.911811723912635
M6_KNP,F13_KNP,PO,119,8.430696853733036,18.17770921942945,126,20.302003988150027,28.911811723912635
M7_KNP,F29_KNP,PO,206,22.14646816575407,12.374139091509683,194,31.72656215938464,35.65700234365197
M8_KNP,M67_KNP,PO,119,8.026582271495528,17.996058066411965,58,9.854367299129295,21.94233745484869
M10_KNP,F15_KNP,PO,286,18.25177542374493,24.82836707697953,132,37.19507440043886,29.564273067232392
M10_KNP,F15_KNP,PO,287,17.439468787691553,24.678412203049028,132,37.19507440043886,29.564273067232392
M10_KNP,F29_KNP,PO,286,18.25177542374493,24.82836707697953,194,31.72656215938464,35.65700234365197
M10_KNP,F29_KNP,PO,287,17.439468787691553,24.678412203049028,194,31.72656215938464,35.65700234365197
M10_KNP,F32_KNP,PO,286,18.25177542374493,24.82836707697953,194,31.268689684675735,36.261270551162596
M10_KNP,F32_KNP,PO,287,17.439468787691553,24.678412203049028,194,31.268689684675735,36.261270551162596
M10_KNP,F40_KNP,PO,286,18.25177542374493,24.82836707697953,174,29.34451460810495,44.289140965888414
M10_KNP,F40_KNP,PO,287,17.439468787691553,24.678412203049028,174,29.34451460810495,44.289140965888414
M10_KNP,M50_KNP,PO,286,18.25177542374493,24.82836707697953,274,23.436296107096464,43.526947438014545
M10_KNP,M50_KNP,PO,287,17.439468787691553,24.678412203049028,274,23.436296107096464,43.526947438014545
M10_KNP,M69_KNP,PO,286,18.25177542374493,24.82836707697953,64,16.553755428587063,42.316928081992046
M10_KNP,M69_KNP,PO,287,17.439468787691553,24.678412203049028,64,16.553755428587063,42.316928081992046
M11_KNP,F18_KNP,PO,119,7.996923281557915,17.933036187880788,135,36.929990921522965,29.686609583006724
M11_KNP,F18_KNP,PO,156,12.449590091854956,30.89329248859901,135,36.929990921522965,29.686609583006724
M11_KNP,F28_KNP,PO,119,7.996923281557915,17.933036187880788,194,31.77475885221298,35.566176711535704
M11_KNP,F28_KNP,PO,156,12.449590091854956,30.89329248859901,194,31.77475885221298,35.566176711535704
M11_KNP,F38_KNP,PO,119,7.996923281557915,17.933036187880788,174,29.363052310995677,44.350309223775575
M11_KNP,F38_KNP,PO,156,12.449590091854956,30.89329248859901,174,29.363052310995677,44.350309223775575
M11_KNP,F41_KNP,PO,119,7.996923281557915,17.933036187880788,174,29.292609707354295,44.27801946445438
M11_KNP,F41_KNP,PO,156,12.449590091854956,30.89329248859901,174,29.292609707354295,44.27801946445438
M11_KNP,F47_KNP,PO,119,7.996923281557915,17.933036187880788,255,9.266729791944092,7.734619372875069
M11_KNP,F47_KNP,PO,156,12.449590091854956,30.89329248859901,255,9.266729791944092,7.734619372875069
M11_KNP,M33_KNP,PO,119,7.996923281557915,17.933036187880788,255,9.300096989804022,7.814323503557291
M11_KNP,M33_KNP,PO,156,12.449590091854956,30.89329248859901,255,9.300096989804022,7.814323503557291
M11_KNP,M46_KNP,PO,119,7.996923281557915,17.933036187880788,194,31.15005038820601,36.576379721388456
M11_KNP,M46_KNP,PO,156,12.449590091854956,30.89329248859901,194,31.15005038820601,36.576379721388456
M11_KNP,M56_KNP,PO,119,7.996923281557915,17.933036187880788,240,9.7208951709711,21.85892619409346
M11_KNP,M56_KNP,PO,156,12.449590091854956,30.89329248859901,240,9.7208951709711,21.85892619409346
M11_KNP,M57_KNP,PO,119,7.996923281557915,17.933036187880788,241,13.810229900494775,25.553118290835503
M11_KNP,M57_KNP,PO,156,12.449590091854956,30.89329248859901,241,13.810229900494775,25.553118290835503
M12_KNP,F15_KNP,PO,57,11.042606582107933,23.256528578353304,132,37.19507440043886,29.564273067232392
M12_KNP,F15_KNP,PO,58,11.383697201028337,24.240781455264983,132,37.19507440043886,29.564273067232392
M12_KNP,F27_KNP,PO,57,11.042606582107933,23.256528578353304,194,31.848908551536656,35.4883262014975
M12_KNP,F27_KNP,PO,58,11.383697201028337,24.240781455264983,194,31.848908551536656,35.4883262014975
M12_KNP,M6_KNP,PO,57,11.042606582107933,23.256528578353304,62,14.347813274170418,31.829352229701552
M12_KNP,M6_KNP,PO,57,11.042606582107933,23.256528578353304,119,8.430696853733036,18.17770921942945
M12_KNP,M6_KNP,PO,58,11.383697201028337,24.240781455264983,62,14.347813274170418,31.829352229701552
M12_KNP,M6_KNP,PO,58,11.383697201028337,24.240781455264983,119,8.430696853733036,18.17770921942945
M13_KNP,F38_KNP,PO,174,29.361198207034523,44.33918772234155,174,29.363052310995677,44.350309223775575
M13_KNP,M37_KNP,PO,174,29.361198207034523,44.33918772234155,136,5.915180511014424,14.657754015558888
M13_KNP,M39_KNP,PO,174,29.361198207034523,44.33918772234155,126,20.346493585296464,28.730160459680132
M13_KNP,M7_KNP,PO,174,29.361198207034523,44.33918772234155,206,22.14646816575407,12.374139091509683
M13_KNP,M11_KNP,PO,174,29.361198207034523,44.33918772234155,119,7.996923281557915,17.933036187880788
M13_KNP,M11_KNP,PO,174,29.361198207034523,44.33918772234155,156,12.449590091854956,30.89329248859901
M14_KNP,M46_KNP,PO,174,29.34080751242266,44.270605204308374,194,31.15005038820601,36.576379721388456
M14_KNP,M46_KNP,PO,195,36.48880204574402,32.604150200010665,194,31.15005038820601,36.576379721388456
M14_KNP,M13_KNP,PO,174,29.34080751242266,44.270605204308374,174,29.361198207034523,44.33918772234155
M14_KNP,M13_KNP,PO,195,36.48880204574402,32.604150200010665,174,29.361198207034523,44.33918772234155
M15_KNP,M38_KNP,PO,254,10.097202642752507,5.078434150785854,161,18.242506016179558,48.58389414006808
M15_KNP,M70_KNP,PO,254,10.097202642752507,5.078434150785854,156,12.508909183969806,30.852513724150903
